SAMPLE_DATE,PM25_CONCENTRATION,UNITS,STATE,COUNTY,MSA
09262010,5,ug/m3 LC,01,055,
09292010,11.2,ug/m3 LC,01,055,
10022010,8.6,ug/m3 LC,01,055,
10052010,7.6,ug/m3 LC,01,055,
10082010,14.9,ug/m3 LC,01,055,
10112010,17.6,ug/m3 LC,01,055,
10142010,7.3,ug/m3 LC,01,055,
10172010,9.2,ug/m3 LC,01,055,
10202010,12.3,ug/m3 LC,01,055,
10232010,9.7,ug/m3 LC,01,055,
10262010,4.7,ug/m3 LC,01,055,
10292010,6.4,ug/m3 LC,01,055,
11012010,18.5,ug/m3 LC,01,055,
11042010,5.2,ug/m3 LC,01,055,
11072010,8.6,ug/m3 LC,01,055,
11102010,14.5,ug/m3 LC,01,055,
11132010,18.5,ug/m3 LC,01,055,
11162010,3.5,ug/m3 LC,01,055,
11192010,13,ug/m3 LC,01,055,
11222010,8.7,ug/m3 LC,01,055,
11252010,5.4,ug/m3 LC,01,055,
11282010,8.8,ug/m3 LC,01,055,
12012010,5.7,ug/m3 LC,01,055,
12042010,13.2,ug/m3 LC,01,055,
12072010,10.3,ug/m3 LC,01,055,
12102010,18.4,ug/m3 LC,01,055,
12132010,5.2,ug/m3 LC,01,055,
12162010,7.4,ug/m3 LC,01,055,
12192010,11.3,ug/m3 LC,01,055,
12222010,13.6,ug/m3 LC,01,055,
12252010,10.8,ug/m3 LC,01,055,
12282010,12.1,ug/m3 LC,01,055,
12312010,9.8,ug/m3 LC,01,055,
01022010,6,ug/m3 LC,01,069,
01052010,9.1,ug/m3 LC,01,069,
01082010,9.5,ug/m3 LC,01,069,
01112010,7.8,ug/m3 LC,01,069,
01142010,30.6,ug/m3 LC,01,069,
01172010,4.4,ug/m3 LC,01,069,
01202010,10.2,ug/m3 LC,01,069,
01232010,11.9,ug/m3 LC,01,069,
01262010,4.1,ug/m3 LC,01,069,
01292010,10.1,ug/m3 LC,01,069,
02012010,9.6,ug/m3 LC,01,069,
02042010,9.9,ug/m3 LC,01,069,
02072010,13.1,ug/m3 LC,01,069,
02102010,8.7,ug/m3 LC,01,069,
02132010,10.5,ug/m3 LC,01,069,
02162010,5.4,ug/m3 LC,01,069,
02192010,7.7,ug/m3 LC,01,069,
02222010,6.7,ug/m3 LC,01,069,
02252010,6.4,ug/m3 LC,01,069,
02282010,10.2,ug/m3 LC,01,069,
03032010,9.9,ug/m3 LC,01,069,
03062010,12.8,ug/m3 LC,01,069,
03272010,9,ug/m3 LC,01,069,
03302010,13.6,ug/m3 LC,01,069,
04022010,13.1,ug/m3 LC,01,069,
04052010,10.9,ug/m3 LC,01,069,
04082010,8.2,ug/m3 LC,01,069,
04112010,10.9,ug/m3 LC,01,069,
04142010,11,ug/m3 LC,01,069,
04172010,10,ug/m3 LC,01,069,
04202010,12.7,ug/m3 LC,01,069,
04232010,11.3,ug/m3 LC,01,069,
04262010,6.3,ug/m3 LC,01,069,
04292010,8.9,ug/m3 LC,01,069,
05022010,18.2,ug/m3 LC,01,069,
05052010,12.5,ug/m3 LC,01,069,
05082010,18.1,ug/m3 LC,01,069,
05112010,12.9,ug/m3 LC,01,069,
05292010,15.4,ug/m3 LC,01,069,
06012010,9.5,ug/m3 LC,01,069,
06042010,5.7,ug/m3 LC,01,069,
06072010,9.4,ug/m3 LC,01,069,
06102010,11.7,ug/m3 LC,01,069,
06132010,15.2,ug/m3 LC,01,069,
06162010,11.9,ug/m3 LC,01,069,
06192010,14.6,ug/m3 LC,01,069,
06222010,5.7,ug/m3 LC,01,069,
06252010,10.3,ug/m3 LC,01,069,
06282010,8.7,ug/m3 LC,01,069,
07012010,4,ug/m3 LC,01,069,
07042010,6.3,ug/m3 LC,01,069,
07072010,6.9,ug/m3 LC,01,069,
07102010,15.3,ug/m3 LC,01,069,
07132010,11.1,ug/m3 LC,01,069,
07162010,8.1,ug/m3 LC,01,069,
07192010,11.6,ug/m3 LC,01,069,
07222010,16.7,ug/m3 LC,01,069,
07252010,6.5,ug/m3 LC,01,069,
